PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
0	[(41.85, -87.62), (40.72, -74.01)]	11729095.828278737	6891530.162925973	18620625.99120471	4837565.665352765	1.7
1	[(41.85, -87.62), (39.02, -77.46)]	11729095.828278737	7580683.179218572	19309779.00749731	4148412.6490601655	1.55
2	[(41.85, -87.62), (40.72, -74.01), (39.02, -77.46)]	11729095.828278737	14472213.342144545	26201309.170423284	-2743117.513865808	0.81
