PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
2	[(41.85, -87.62), (40.72, -74.01), (39.02, -77.46)]	14472213.342144545	11729095.828278737	26201309.170423284	2743117.513865808	1.23
1	[(41.85, -87.62), (39.02, -77.46)]	7580683.179218572	11729095.828278737	19309779.00749731	-4148412.6490601655	0.65
0	[(41.85, -87.62), (40.72, -74.01)]	6891530.162925973	11729095.828278737	18620625.99120471	-4837565.665352765	0.59
