PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
0	[(40.72, -74.01), (37.24, -121.78)]	13075606.586509144	4176071.2604682576	17251677.8469774	8899535.326040886	3.13
1	[(41.85, -87.62), (37.24, -121.78)]	13075606.586509144	8352142.520936515	21427749.107445657	4723464.065572629	1.57
2	[(40.72, -74.01), (41.85, -87.62), (37.24, -121.78)]	13075606.586509144	12528213.781404773	25603820.367913917	547392.8051043712	1.04
