PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
0	[(39.02, -77.46), (41.85, -87.62)]	13007180.511727957	4973797.382921452	17980977.89464941	8033383.128806505	2.62
1	[(40.72, -74.01), (41.85, -87.62)]	13007180.511727957	9495431.367395496	22502611.879123453	3511749.144332461	1.37
2	[(39.02, -77.46), (40.72, -74.01), (41.85, -87.62)]	13007180.511727957	14469228.750316948	27476409.262044907	-1462048.2385889906	0.9
