PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
2	[(39.02, -77.46), (40.72, -74.01), (41.85, -87.62)]	14469228.750316948	13007180.511727957	27476409.262044907	1462048.2385889906	1.11
1	[(40.72, -74.01), (41.85, -87.62)]	9495431.367395496	13007180.511727957	22502611.879123453	-3511749.144332461	0.73
0	[(39.02, -77.46), (41.85, -87.62)]	4973797.382921452	13007180.511727957	17980977.89464941	-8033383.128806505	0.38
