PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
2	[(34.05, -118.26), (40.72, -74.01), (39.02, -77.46)]	6526933.250108806	11032625.764762959	17559559.014871765	-4505692.514654152	0.59
0	[(34.05, -118.26), (39.02, -77.46)]	4351288.833405871	11032625.764762959	15383914.59816883	-6681336.931357088	0.39
1	[(40.72, -74.01), (39.02, -77.46)]	2175644.4167029355	11032625.764762959	13208270.181465894	-8856981.348060023	0.2
