PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
2	[(39.02, -77.46), (41.85, -87.62), (40.72, -74.01)]	10736715.099029727	13143153.447527928	23879868.546557657	-2406438.348498201	0.82
0	[(39.02, -77.46), (40.72, -74.01)]	7118908.924356667	13143153.447527928	20262062.371884596	-6024244.523171261	0.54
1	[(41.85, -87.62), (40.72, -74.01)]	3617806.1746730604	13143153.447527928	16760959.622200988	-9525347.272854868	0.28
