PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
1	[(41.85, -87.62), (40.72, -74.01)]	13143153.447527928	3617806.1746730604	16760959.622200988	9525347.272854868	3.63
0	[(39.02, -77.46), (40.72, -74.01)]	13143153.447527928	7118908.924356667	20262062.371884596	6024244.523171261	1.85
2	[(39.02, -77.46), (41.85, -87.62), (40.72, -74.01)]	13143153.447527928	10736715.099029727	23879868.546557657	2406438.348498201	1.22
