PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
2	[(40.72, -74.01), (41.85, -87.62), (37.24, -121.78)]	12528213.781404773	13075606.586509144	25603820.367913917	-547392.8051043712	0.96
1	[(41.85, -87.62), (37.24, -121.78)]	8352142.520936515	13075606.586509144	21427749.107445657	-4723464.065572629	0.64
0	[(40.72, -74.01), (37.24, -121.78)]	4176071.2604682576	13075606.586509144	17251677.8469774	-8899535.326040886	0.32
