Index in PPC list	Rank of PPC for ISP A	Rank of PPC for ISP B	(Rank A - Rank B)^2	Willingness (A)	Willingness (B)	Willingness (AB) = 1 - (diff^2/(1-n)^2)
284.0	202.0	187.0	225.0	0.6058823529411764	0.6360078277886497	0.6207623693407918
247.0	67.0	287.0	48400.0	0.8705882352941177	0.44031311154598823	0.6191376379753406
189.0	103.0	269.0	27556.0	0.8	0.4755381604696673	0.6167905060680926
188.0	108.0	266.0	24964.0	0.7901960784313725	0.48140900195694714	0.6167718423111909
117.0	257.0	123.0	17956.0	0.4980392156862745	0.761252446183953	0.615738232722895
314.0	96.0	276.0	32400.0	0.8137254901960784	0.461839530332681	0.6130339290870347
93.0	259.0	124.0	18225.0	0.49411764705882355	0.7592954990215264	0.6125204530453426
242.0	120.0	265.0	21025.0	0.7666666666666667	0.48336594911937375	0.6087532841730875
234.0	122.0	264.0	20164.0	0.7627450980392156	0.48532289628180036	0.6084222712106601
92.0	261.0	127.0	17956.0	0.49019607843137253	0.7534246575342466	0.6077218216559181
116.0	260.0	129.0	17161.0	0.492156862745098	0.7495107632093934	0.6073523407502593
108.0	266.0	128.0	19044.0	0.4803921568627451	0.7514677103718199	0.6008320848608429
395.0	180.0	228.0	2304.0	0.6490196078431373	0.5557729941291585	0.6005893528023226
218.0	121.0	271.0	22500.0	0.7647058823529411	0.47162426614481406	0.6005446283011183
109.0	258.0	143.0	13225.0	0.49607843137254903	0.7221135029354208	0.59851895025065
403.0	184.0	229.0	2025.0	0.6411764705882353	0.5538160469667319	0.5958974897994265
439.0	44.0	315.0	73441.0	0.9156862745098039	0.38551859099804303	0.5941498820544079
122.0	148.0	260.0	12544.0	0.711764705882353	0.4931506849315068	0.5924586502161605
419.0	181.0	235.0	2916.0	0.6470588235294118	0.5420743639921722	0.5922448819789236
299.0	207.0	225.0	324.0	0.596078431372549	0.5616438356164384	0.5786050263558971
302.0	295.0	111.0	33856.0	0.4235294117647059	0.7847358121330724	0.5765055913895536
227.0	237.0	196.0	1681.0	0.5372549019607843	0.6183953033268101	0.5763990874922121
203.0	238.0	195.0	1849.0	0.5352941176470588	0.6203522504892368	0.5762559418834683
390.0	256.0	174.0	6724.0	0.5	0.6614481409001957	0.5750861417649514
211.0	239.0	197.0	1764.0	0.5333333333333333	0.6164383561643836	0.5733821790809959
222.0	319.0	72.0	61009.0	0.3764705882352941	0.8610567514677103	0.5693527392829689
307.0	211.0	233.0	484.0	0.5882352941176471	0.5459882583170255	0.5667182401475157
325.0	325.0	63.0	68644.0	0.36470588235294116	0.8786692759295499	0.566088202998708
206.0	317.0	83.0	54756.0	0.3803921568627451	0.8395303326810176	0.5651112757680828
283.0	213.0	234.0	441.0	0.5843137254901961	0.5440313111545988	0.563812878714259
187.0	125.0	298.0	29929.0	0.7568627450980392	0.4187866927592955	0.562995600242426
324.0	329.0	62.0	71289.0	0.3568627450980392	0.8806262230919765	0.560591376474809
449.0	220.0	232.0	144.0	0.5705882352941176	0.547945205479452	0.5591521151103634
409.0	113.0	309.0	38416.0	0.7803921568627451	0.3972602739726027	0.5567933207585778
432.0	116.0	308.0	36864.0	0.7745098039215687	0.39921722113502933	0.5560554393793887
233.0	158.0	284.0	15876.0	0.692156862745098	0.4461839530332681	0.5557241088334327
182.0	188.0	268.0	6400.0	0.6333333333333333	0.4774951076320939	0.5499214199928867
217.0	160.0	288.0	16384.0	0.6882352941176471	0.4383561643835616	0.549265130627099
241.0	159.0	289.0	16900.0	0.6901960784313725	0.436399217221135	0.5488178462445878
433.0	111.0	316.0	42025.0	0.7843137254901961	0.3835616438356164	0.5484821435852365
448.0	233.0	230.0	9.0	0.5450980392156862	0.5518590998043053	0.548468151515346
425.0	112.0	317.0	42025.0	0.7823529411764706	0.3816046966731898	0.5463968857973341
240.0	161.0	291.0	16900.0	0.6862745098039216	0.4324853228962818	0.5447968914816205
216.0	163.0	290.0	16129.0	0.6823529411764706	0.4344422700587084	0.544465757183996
232.0	162.0	292.0	16900.0	0.6843137254901961	0.43052837573385516	0.5427858479434383
294.0	294.0	159.0	18225.0	0.42549019607843136	0.6908023483365949	0.5421527705777944
408.0	115.0	321.0	42436.0	0.7764705882352941	0.37377690802348335	0.5387269954640881
424.0	114.0	322.0	43264.0	0.7784313725490196	0.37181996086105673	0.5379928647056531
337.0	265.0	207.0	3364.0	0.4823529411764706	0.5968688845401174	0.5365644993424789
323.0	344.0	64.0	78400.0	0.32745098039215687	0.8767123287671232	0.5357987603351518
329.0	263.0	212.0	2601.0	0.48627450980392156	0.5870841487279843	0.5343070808405529
278.0	296.0	169.0	16129.0	0.4215686274509804	0.6712328767123288	0.5319499248384095
353.0	264.0	214.0	2500.0	0.4843137254901961	0.5831702544031311	0.5314483592081604
198.0	314.0	141.0	29929.0	0.3862745098039216	0.726027397260274	0.529571408764606
313.0	145.0	313.0	28224.0	0.7176470588235294	0.38943248532289626	0.5286540245778081
91.0	277.0	203.0	5476.0	0.4588235294117647	0.6046966731898239	0.5267343370395625
312.0	146.0	314.0	28224.0	0.7156862745098039	0.38747553816046965	0.5266031944165814
107.0	278.0	204.0	5476.0	0.4568627450980392	0.6027397260273972	0.5247564442791691
328.0	269.0	216.0	2809.0	0.4745098039215686	0.5792563600782779	0.5242736135273882
352.0	270.0	215.0	3025.0	0.4725490196078431	0.5812133072407045	0.5240723027594828
115.0	279.0	205.0	5476.0	0.4549019607843137	0.6007827788649707	0.5227784082296474
447.0	245.0	245.0	0.0	0.5215686274509804	0.5225048923679061	0.5220365500123061
336.0	271.0	218.0	2809.0	0.47058823529411764	0.5753424657534246	0.5203358488982577
121.0	189.0	297.0	11664.0	0.6313725490196078	0.4207436399217221	0.5154085606789682
110.0	346.0	96.0	62500.0	0.3235294117647059	0.8140900195694716	0.5132076238276562
