PPC Index	Possible Location Combinations	My Traffic	Opponent Traffic	Total Traffic	Traffic Difference	Traffic Ratio
436	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	401025.78366220224	770157.4252035336	-31894.14212087082	0.92
413	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	408549.7195658083	777681.3611071397	-39418.07802447688	0.9
429	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	408549.7195658083	777681.3611071397	-39418.07802447688	0.9
437	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	408549.7195658083	777681.3611071397	-39418.07802447688	0.9
198	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	220451.3219756572	589582.9635169886	148680.31956567423	1.67
376	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	369131.6415413314	416449.8522645947	785581.4938059261	-47318.21072326327	0.89
109	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	369131.6415413314	273118.8733008995	642250.514842231	96012.7682404319	1.35
78	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26)]	369131.6415413314	197879.51426483906	567011.1558061705	171252.12727649236	1.87
488	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	439021.6599754128	808153.3015167443	-69890.0184340814	0.84
497	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	446545.5958790189	815677.2374203503	-77413.95433768746	0.83
204	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	369131.6415413314	288166.7451081116	657298.3866494431	80964.89643321984	1.28
316	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	369131.6415413314	378453.9759513841	747585.6174927156	-9322.334410052688	0.98
489	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	446545.5958790189	815677.2374203503	-77413.95433768746	0.83
473	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	369131.6415413314	446545.5958790189	815677.2374203503	-77413.95433768746	0.83
354	[(25.78, -80.19), (40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	273118.8733008995	628578.9725629224	82341.22596112336	1.3
397	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	332934.1637345675	688394.2629965905	22525.935527455353	1.07
421	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	332934.1637345675	688394.2629965905	22525.935527455353	1.07
405	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	332934.1637345675	688394.2629965905	22525.935527455353	1.07
301	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	310362.3560237494	665822.4552857722	45097.743238273484	1.15
309	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	310362.3560237494	665822.4552857722	45097.743238273484	1.15
285	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	355460.0992620229	310362.3560237494	665822.4552857722	45097.743238273484	1.15
368	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	340834.2964333539	696294.3956953768	14625.802828668966	1.04
294	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	235122.99698768894	590583.0962497118	120337.10227433394	1.51
338	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	273118.8733008995	628578.9725629224	82341.22596112336	1.3
487	[(32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	438645.4631802325	794105.5624422554	-83185.36391820962	0.81
471	[(32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	438645.4631802325	794105.5624422554	-83185.36391820962	0.81
404	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	325410.2278309615	680870.3270929845	30049.871431061358	1.09
396	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	325410.2278309615	680870.3270929845	30049.871431061358	1.09
420	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	325410.2278309615	680870.3270929845	30049.871431061358	1.09
427	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	400649.586867022	756109.6861290449	-45189.4876049991	0.89
411	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	400649.586867022	756109.6861290449	-45189.4876049991	0.89
330	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	273118.8733008995	628578.9725629224	82341.22596112336	1.3
278	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (47.61, -122.34)]	355460.0992620229	235122.99698768894	590583.0962497118	120337.10227433394	1.51
270	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (47.61, -122.34)]	355460.0992620229	235122.99698768894	590583.0962497118	120337.10227433394	1.51
375	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	416073.65546941437	771533.7547314372	-60613.55620739149	0.85
344	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	340834.2964333539	696294.3956953768	14625.802828668966	1.04
360	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	340834.2964333539	696294.3956953768	14625.802828668966	1.04
390	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	257694.80469850707	613154.90396053	97765.29456351581	1.38
456	[(25.78, -80.19), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	363406.10414417204	718866.2034061949	-7946.0048821491655	0.98
465	[(40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	370930.0400477781	726390.1393098009	-15469.940785755229	0.96
450	[(25.78, -80.19), (40.74, -74.0), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	295690.68101171765	651150.7802737405	59769.41825030523	1.2
480	[(25.78, -80.19), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	363406.10414417204	718866.2034061949	-7946.0048821491655	0.98
464	[(25.78, -80.19), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	363406.10414417204	718866.2034061949	-7946.0048821491655	0.98
345	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	348358.23233696	703818.3315989829	7101.866925062903	1.02
369	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	348358.23233696	703818.3315989829	7101.866925062903	1.02
361	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	355460.0992620229	348358.23233696	703818.3315989829	7101.866925062903	1.02
495	[(37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	438645.4631802325	794105.5624422554	-83185.36391820962	0.81
457	[(40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	370930.0400477781	726390.1393098009	-15469.940785755229	0.96
481	[(40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	370930.0400477781	726390.1393098009	-15469.940785755229	0.96
300	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	302838.4201201434	658298.5193821662	52621.67914187949	1.17
284	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	355460.0992620229	302838.4201201434	658298.5193821662	52621.67914187949	1.17
308	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	302838.4201201434	658298.5193821662	52621.67914187949	1.17
315	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	355460.0992620229	378077.77915620385	733537.8784182267	-22617.67989418097	0.94
435	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	355460.0992620229	400649.586867022	756109.6861290449	-45189.4876049991	0.89
70	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (34.05, -118.26)]	355460.0992620228	122263.95843359828	477724.0576956211	233196.14082842454	2.91
196	[(25.78, -80.19), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62)]	355460.0992620228	212551.18927687083	568011.2885388937	142908.909985152	1.67
100	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26)]	355460.0992620228	189979.3815660527	545439.4808280756	165480.71769597012	1.87
76	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26)]	355460.0992620228	189979.3815660527	545439.4808280756	165480.71769597012	1.87
203	[(33.76, -84.39), (32.8, -96.82), (34.05, -118.26), (41.85, -87.62)]	355460.0992620228	287790.5483129313	643250.6475749542	67669.5509490915	1.24
227	[(33.76, -84.39), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	355460.0992620228	287790.5483129313	643250.6475749542	67669.5509490915	1.24
211	[(33.76, -84.39), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	355460.0992620228	287790.5483129313	643250.6475749542	67669.5509490915	1.24
84	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26)]	355460.0992620228	189979.3815660527	545439.4808280756	165480.71769597012	1.87
85	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (34.05, -118.26)]	355460.0992620228	197503.31746965874	552963.4167316816	157956.78179236408	1.8
101	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (34.05, -118.26)]	355460.0992620228	197503.31746965874	552963.4167316816	157956.78179236408	1.8
77	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (34.05, -118.26)]	355460.0992620228	197503.31746965874	552963.4167316816	157956.78179236408	1.8
197	[(40.74, -74.0), (33.76, -84.39), (34.05, -118.26), (41.85, -87.62)]	355460.0992620228	220075.12518047687	575535.2244424997	135384.97408154595	1.62
91	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	355460.0992620228	265218.7406021132	620678.839864136	90241.35865990963	1.34
107	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	355460.0992620228	265218.7406021132	620678.839864136	90241.35865990963	1.34
115	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	355460.0992620228	265218.7406021132	620678.839864136	90241.35865990963	1.34
389	[(40.74, -74.0), (33.76, -84.39), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	257318.6079033268	599107.1648860411	84469.94907938753	1.33
337	[(40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	272742.6765057192	614531.2334884335	69045.88047699514	1.25
262	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (47.61, -122.34)]	341788.55698271433	159507.44115644819	501295.99813916255	182281.11582626615	2.14
269	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (47.61, -122.34)]	341788.55698271433	234746.80019250867	576535.3571752231	107041.75679020566	1.46
293	[(40.74, -74.0), (33.76, -84.39), (39.02, -77.46), (47.61, -122.34)]	341788.55698271433	234746.80019250867	576535.3571752231	107041.75679020566	1.46
388	[(25.78, -80.19), (33.76, -84.39), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	249794.67199972074	591583.2289824351	91993.8849829936	1.37
329	[(40.74, -74.0), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	272742.6765057192	614531.2334884335	69045.88047699514	1.25
276	[(25.78, -80.19), (33.76, -84.39), (37.24, -121.78), (47.61, -122.34)]	341788.55698271433	227222.8642889026	569011.421271617	114565.69269381172	1.5
353	[(40.74, -74.0), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	272742.6765057192	614531.2334884335	69045.88047699514	1.25
352	[(25.78, -80.19), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	265218.74060211313	607007.2975848275	76569.8163806012	1.29
328	[(25.78, -80.19), (32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	265218.74060211313	607007.2975848275	76569.8163806012	1.29
455	[(32.8, -96.82), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	363029.9073489917	704818.464331706	-21241.350366277387	0.94
336	[(25.78, -80.19), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	265218.74060211313	607007.2975848275	76569.8163806012	1.29
292	[(25.78, -80.19), (33.76, -84.39), (39.02, -77.46), (47.61, -122.34)]	341788.55698271433	227222.8642889026	569011.421271617	114565.69269381172	1.5
359	[(32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	340458.0996381736	682246.6566208879	1330.457344540744	1.0
343	[(32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	340458.0996381736	682246.6566208879	1330.457344540744	1.0
268	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (47.61, -122.34)]	341788.55698271433	227222.8642889026	569011.421271617	114565.69269381172	1.5
463	[(37.24, -121.78), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	363029.9073489917	704818.464331706	-21241.350366277387	0.94
479	[(39.02, -77.46), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	363029.9073489917	704818.464331706	-21241.350366277387	0.94
299	[(33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (47.61, -122.34)]	341788.55698271433	302462.22332496307	644250.7803076773	39326.33365775127	1.13
367	[(37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	340458.0996381736	682246.6566208879	1330.457344540744	1.0
277	[(40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (47.61, -122.34)]	341788.55698271433	234746.80019250867	576535.3571752231	107041.75679020566	1.46
395	[(33.76, -84.39), (32.8, -96.82), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	325034.0310357812	666822.5880184956	16754.525946933136	1.05
403	[(33.76, -84.39), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	325034.0310357812	666822.5880184956	16754.525946933136	1.05
448	[(25.78, -80.19), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	287790.54831293126	629579.1052956455	53998.00866978307	1.19
322	[(25.78, -80.19), (40.74, -74.0), (34.05, -118.26), (47.61, -122.34)]	341788.55698271433	197503.31746965874	539291.874452373	144285.2395130556	1.73
449	[(40.74, -74.0), (34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	295314.4842165373	637103.0411992517	46474.07276617701	1.16
307	[(33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	341788.55698271433	302462.22332496307	644250.7803076773	39326.33365775127	1.13
283	[(33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (47.61, -122.34)]	341788.55698271433	302462.22332496307	644250.7803076773	39326.33365775127	1.13
419	[(33.76, -84.39), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	341788.55698271433	325034.0310357812	666822.5880184956	16754.525946933136	1.05
195	[(33.76, -84.39), (34.05, -118.26), (41.85, -87.62)]	341788.5569827143	212174.99248169054	553963.5494644048	129613.56450102373	1.61
68	[(25.78, -80.19), (33.76, -84.39), (34.05, -118.26)]	341788.5569827142	114363.82573481194	456152.38271752617	227424.73124790227	2.99
69	[(40.74, -74.0), (33.76, -84.39), (34.05, -118.26)]	341788.5569827142	121887.76163841799	463676.3186211322	219900.79534429623	2.8
83	[(33.76, -84.39), (37.24, -121.78), (34.05, -118.26)]	341788.5569827142	189603.1847708724	531391.7417535866	152185.3722118418	1.8
99	[(33.76, -84.39), (39.02, -77.46), (34.05, -118.26)]	341788.5569827142	189603.1847708724	531391.7417535866	152185.3722118418	1.8
75	[(33.76, -84.39), (32.8, -96.82), (34.05, -118.26)]	341788.5569827142	189603.1847708724	531391.7417535866	152185.3722118418	1.8
387	[(33.76, -84.39), (41.85, -87.62), (47.61, -122.34)]	328117.01470340573	249418.47520454042	577535.4899079462	78698.53949886531	1.32
321	[(40.74, -74.0), (34.05, -118.26), (47.61, -122.34)]	328117.01470340573	197127.1206744784	525244.1353778841	130989.89402892732	1.66
261	[(40.74, -74.0), (33.76, -84.39), (47.61, -122.34)]	328117.01470340573	159131.2443612679	487248.2590646736	168985.77034213784	2.06
447	[(34.05, -118.26), (41.85, -87.62), (47.61, -122.34)]	328117.01470340573	287414.351517751	615531.3662211567	40702.66318565473	1.14
327	[(32.8, -96.82), (34.05, -118.26), (47.61, -122.34)]	328117.01470340573	264842.54380693287	592959.5585103387	63274.47089647286	1.24
320	[(25.78, -80.19), (34.05, -118.26), (47.61, -122.34)]	328117.01470340573	189603.1847708724	517720.19947427814	138513.82993253332	1.73
275	[(33.76, -84.39), (37.24, -121.78), (47.61, -122.34)]	328117.01470340573	226846.66749372229	554963.682197128	101270.34720968344	1.45
267	[(33.76, -84.39), (32.8, -96.82), (47.61, -122.34)]	328117.01470340573	226846.66749372229	554963.682197128	101270.34720968344	1.45
335	[(37.24, -121.78), (34.05, -118.26), (47.61, -122.34)]	328117.01470340573	264842.54380693287	592959.5585103387	63274.47089647286	1.24
351	[(39.02, -77.46), (34.05, -118.26), (47.61, -122.34)]	328117.01470340573	264842.54380693287	592959.5585103387	63274.47089647286	1.24
291	[(33.76, -84.39), (39.02, -77.46), (47.61, -122.34)]	328117.01470340573	226846.66749372229	554963.682197128	101270.34720968344	1.45
260	[(25.78, -80.19), (33.76, -84.39), (47.61, -122.34)]	328117.01470340573	151607.30845766183	479724.32316106756	176509.7062457439	2.16
67	[(33.76, -84.39), (34.05, -118.26)]	328117.0147034057	113987.62893963163	442104.6436430373	214129.38576377404	2.88
319	[(34.05, -118.26), (47.61, -122.34)]	314445.4724240971	189226.9879756921	503672.4603997892	125218.48444840504	1.66
259	[(33.76, -84.39), (47.61, -122.34)]	314445.4724240971	151231.11166248153	465676.5840865787	163214.3607616156	2.08
250	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	246087.7610275543	409302.11315616895	655389.8741837232	-163214.35212861464	0.6
190	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	246087.76102755428	371306.23684295843	617393.9978705128	-125218.47581540415	0.66
442	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	232416.2187482458	446545.59587901883	678961.8146272646	-214129.37713077303	0.52
122	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	232416.21874824574	311114.74961411004	543530.9683623558	-78698.5308658643	0.75
248	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	232416.2187482457	401401.9804573826	633818.1992056284	-168985.76170913692	0.58
249	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	232416.2187482457	408925.9163609887	641342.1351092344	-176509.69761274298	0.57
174	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	232416.2187482457	295690.68101171765	528106.8997599634	-63274.46226347194	0.79
234	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	232416.2187482457	333686.5573249282	566102.7760731739	-101270.33857668246	0.7
242	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	232416.2187482457	333686.5573249282	566102.7760731739	-101270.33857668246	0.7
188	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	232416.2187482457	363406.10414417204	595822.3228924178	-130989.88539592634	0.64
158	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	232416.2187482457	295690.68101171765	528106.8997599634	-63274.46226347194	0.79
182	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	232416.2187482457	295690.68101171765	528106.8997599634	-63274.46226347194	0.79
189	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62)]	232416.2187482457	370930.0400477781	603346.2587960238	-138513.8212995324	0.63
62	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	232416.2187482457	273118.8733008995	505535.09204914526	-40702.65455265381	0.85
218	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	232416.2187482457	333686.5573249282	566102.7760731739	-101270.33857668246	0.7
441	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	218744.6764689372	446169.39908383857	664914.0755527758	-227424.72261490137	0.49
440	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	218744.6764689372	438645.4631802325	657390.1396491698	-219900.7867112953	0.5
410	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62), (47.61, -122.34)]	218744.6764689372	370930.04004777805	589674.7165167152	-152185.36357884086	0.59
426	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	218744.6764689372	370930.04004777805	589674.7165167152	-152185.36357884086	0.59
314	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (47.61, -122.34)]	218744.6764689372	348358.2323369599	567102.9088058971	-129613.55586802273	0.63
434	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (41.85, -87.62), (47.61, -122.34)]	218744.6764689372	370930.04004777805	589674.7165167152	-152185.36357884086	0.59
114	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26)]	218744.67646893713	235499.19378286926	454243.8702518064	-16754.517313932127	0.93
210	[(25.78, -80.19), (40.74, -74.0), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	258071.0014936874	476815.6779626245	-39326.32502475026	0.85
61	[(40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (39.02, -77.46)]	218744.67646893713	272742.6765057192	491487.3529746563	-53998.00003678206	0.8
106	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26)]	218744.67646893713	235499.19378286926	454243.8702518064	-16754.517313932127	0.93
156	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78), (41.85, -87.62)]	218744.67646893713	287790.54831293126	506535.2247818684	-69045.87184399413	0.76
172	[(25.78, -80.19), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46), (41.85, -87.62)]	218744.67646893713	287790.54831293126	506535.2247818684	-69045.87184399413	0.76
233	[(40.74, -74.0), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	333310.3605297479	552055.036998685	-114565.68406081077	0.66
142	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (41.85, -87.62)]	218744.67646893713	220075.12518047687	438819.801649414	-1330.448711539735	0.99
90	[(25.78, -80.19), (40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26)]	218744.67646893713	235499.19378286926	454243.8702518064	-16754.517313932127	0.93
247	[(32.8, -96.82), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	401025.7836622023	619770.4601311395	-182281.10719326517	0.55
217	[(40.74, -74.0), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	333310.3605297479	552055.036998685	-114565.68406081077	0.66
241	[(40.74, -74.0), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	333310.3605297479	552055.036998685	-114565.68406081077	0.66
216	[(25.78, -80.19), (32.8, -96.82), (37.24, -121.78), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	325786.42462614184	544531.101095079	-107041.74815720471	0.67
240	[(25.78, -80.19), (37.24, -121.78), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	325786.42462614184	544531.101095079	-107041.74815720471	0.67
232	[(25.78, -80.19), (32.8, -96.82), (39.02, -77.46), (34.05, -118.26), (41.85, -87.62)]	218744.67646893713	325786.42462614184	544531.101095079	-107041.74815720471	0.67
46	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (39.02, -77.46)]	218744.67646893713	197503.31746965874	416247.9939385959	21241.358999278396	1.11
30	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (32.8, -96.82), (37.24, -121.78)]	218744.67646893713	197503.31746965874	416247.9939385959	21241.358999278396	1.11
54	[(25.78, -80.19), (40.74, -74.0), (33.76, -84.39), (37.24, -121.78), (39.02, -77.46)]	218744.67646893713	197503.31746965874	416247.9939385959	21241.358999278396	1.11
