,pair,Pred
5398,9505-9680,1
5399,9505-11164,1
5400,9505-13030,1
5401,9505-14061,1
5402,9505-14361,1
5403,9505-14907,0
5404,9505-16552,1
5405,9505-18106,1
5406,9505-19151,1
5407,9505-21859,1
5408,9505-23367,1
5409,9505-29791,1
5410,9505-32354,1
5411,9505-35280,1
5412,9505-36351,1
5413,9505-40065,0
5414,9505-40676,1
5415,9505-41095,1
5416,9505-51185,1
5417,9505-53828,1
5418,9505-58511,1
5419,9505-131477,0
5420,9505-137409,0
5421,9505-199524,1
5422,9680-11164,1
5423,9680-11404,1
5424,9680-13030,1
5425,9680-13786,1
5426,9680-14061,1
5427,9680-14361,1
5428,9680-14537,1
5429,9680-14630,1
5430,9680-14907,0
5431,9680-16552,1
5432,9680-18106,1
5433,9680-19151,1
5434,9680-22773,1
5435,9680-23367,1
5436,9680-26803,1
5437,9680-29791,1
5438,9680-32354,1
5439,9680-34927,0
5440,9680-35280,1
5441,9680-36351,1
5442,9680-37468,1
5443,9680-42473,1
5444,9680-43531,1
5445,9680-51185,1
5446,9680-57695,1
5447,9680-58511,1
5448,9680-199524,1
5449,10122-13786,1
5450,10122-14061,1
5451,10122-16552,1
5452,10122-18106,1
5453,10122-29791,1
5454,10122-32354,1
5455,10122-36351,1
5456,10122-37468,1
5457,10122-41095,1
5458,10122-47147,1
5459,10122-51185,1
5460,10122-53828,1
5461,10122-58511,1
5462,10122-131477,1
5463,10122-199524,1
5464,10242-14907,1
5465,10242-18106,1
5466,10242-19653,1
5467,10242-23473,1
5468,10242-29791,1
5469,10242-32354,1
5470,10242-36351,1
5471,10242-58511,1
5472,10282-13030,1
5473,10282-13786,1
5474,10282-14061,1
5475,10282-36351,1
5476,10282-37468,1
5477,10282-47147,1
5478,10282-51185,1
5479,10282-58511,1
5480,10310-11164,1
5481,10310-11686,1
5482,10310-13030,1
5483,10310-13786,1
5484,10310-14061,1
5485,10310-14361,1
5486,10310-14537,1
5487,10310-14907,1
5488,10310-15412,1
5489,10310-16552,1
5490,10310-18106,1
5491,10310-19151,1
5492,10310-19653,1
5493,10310-23367,1
5494,10310-25152,1
5495,10310-25885,1
5496,10310-27446,1
5497,10310-32354,1
5498,10310-35280,1
5499,10310-36236,1
5500,10310-36351,1
5501,10310-37468,1
5502,10310-40630,1
5503,10310-41095,1
5504,10310-46450,1
5505,10310-47147,1
5506,10310-51185,1
5507,10310-53828,1
5508,10310-57695,1
5509,10310-58511,1
5510,10310-137409,1
5511,10310-199524,1
5512,10310-263237,1
5513,10310-398493,1
5514,10423-13786,1
5515,10423-16552,1
5516,10423-19653,1
5517,10423-27446,1
5518,10423-36351,1
5519,10423-37468,1
5520,10423-199524,1
5521,10466-13786,1
5522,10466-14061,1
5523,10466-14361,1
5524,10466-36351,1
5525,10466-37468,1
5526,10466-40630,1
5527,10466-199524,1
5528,10490-11686,1
5529,10490-19151,1
5530,10490-29791,1
5531,10578-22742,1
5532,10835-36351,1
5533,10835-53828,1
5534,11019-14061,1
5535,11019-15412,1
5536,11019-18106,1
5537,11019-199524,1
5538,11071-14061,1
5539,11071-14907,1
5540,11071-18106,1
5541,11071-19151,1
5542,11071-29791,1
5543,11071-32354,1
5544,11071-36351,1
5545,11071-51185,1
5546,11071-53828,1
5547,11071-58511,1
5548,11071-131477,1
5549,11071-199524,1
5550,11096-11686,1
5551,11096-12083,1
5552,11096-13030,1
5553,11096-13335,1
5554,11096-13768,1
5555,11096-15133,1
5556,11096-16509,1
5557,11096-19151,1
5558,11096-19679,1
5559,11096-20115,1
5560,11096-23520,1
5561,11096-26744,1
5562,11096-27446,1
5563,11096-31800,0
5564,11096-32590,1
5565,11096-32934,1
5566,11096-33353,1
5567,11096-33438,1
5568,11096-36351,1
5569,11096-51185,1
5570,11096-54113,1
5571,11096-63949,1
5572,11096-393950,1
5573,11114-13786,1
5574,11114-16552,1
5575,11114-19653,1
5576,11114-27446,1
5577,11114-29791,1
5578,11114-36351,1
5579,11114-37468,1
5580,11114-53828,1
5581,11114-57695,1
5582,11114-199524,1
5583,11142-11686,1
5584,11142-19653,1
5585,11142-29791,1
5586,11142-36351,1
5587,11142-53828,1
5588,11164-11274,1
5589,11164-11404,1
5590,11164-12200,1
5591,11164-12989,1
5592,11164-13445,1
5593,11164-14340,1
5594,11164-14361,1
5595,11164-14907,1
5596,11164-15133,1
5597,11164-15169,1
5598,11164-15412,1
5599,11164-16509,1
5600,11164-19151,1
5601,11164-19551,1
5602,11164-20115,1
5603,11164-20940,1
5604,11164-21859,1
5605,11164-22742,1
5606,11164-22773,1
5607,11164-22822,1
5608,11164-29748,1
5609,11164-29791,1
5610,11164-31898,1
5611,11164-32590,1
5612,11164-32787,1
5613,11164-32934,1
5614,11164-33071,1
5615,11164-33353,1
5616,11164-33438,1
5617,11164-36351,1
5618,11164-36692,1
5619,11164-40627,1
5620,11164-49544,1
5621,11164-54113,1
5622,11164-57976,1
5623,11164-199524,1
5624,11164-395717,1
5625,11170-13786,1
5626,11170-14061,1
5627,11170-14907,1
5628,11170-18106,1
5629,11170-32354,1
5630,11170-36351,1
5631,11170-51185,1
5632,11170-58511,1
5633,11170-398493,1
5634,11172-36351,1
5635,11191-13786,1
5636,11191-14061,1
5637,11191-14907,1
5638,11191-29791,1
5639,11191-32354,1
5640,11191-36351,1
5641,11191-58511,1
5642,11191-199524,1
5643,11191-398493,1
5644,11232-14907,1
5645,11232-19653,1
5646,11232-29791,1
5647,11232-36351,1
5648,11232-53828,1
5649,11260-14061,1
5650,11260-36351,1
5651,11260-41095,1
5652,11269-12041,1
5653,11269-36351,1
5654,11274-11686,1
5655,11274-18106,1
5656,11274-19653,1
5657,11274-29791,1
5658,11274-32354,1
5659,11274-36351,1
5660,11274-53828,1
5661,11274-58511,1
5662,11280-11686,1
5663,11280-13030,1
5664,11280-13335,1
5665,11280-13786,1
5666,11280-19151,1
5667,11280-36351,1
5668,11280-51185,1
5669,11280-199524,1
5670,11280-263237,1
5671,11377-13786,1
5672,11377-16552,1
5673,11377-19653,1
5674,11377-27446,1
5675,11377-29791,1
5676,11377-36351,1
5677,11377-37468,1
5678,11377-53828,1
5679,11377-57695,1
5680,11377-199524,1
5681,11383-13786,1
5682,11383-14061,1
5683,11383-14361,1
5684,11383-17113,1
5685,11383-17378,1
5686,11383-18106,1
5687,11383-19151,1
5688,11383-29791,1
5689,11383-36351,1
5690,11383-37468,1
5691,11383-40630,1
5692,11383-46450,1
5693,11383-51185,1
5694,11383-137409,1
5695,11383-199524,1
5696,11403-13786,1
5697,11403-14061,1
5698,11403-14361,1
5699,11403-18106,1
5700,11403-29791,1
5701,11403-36351,1
5702,11403-40630,1
5703,11403-137409,1
5704,11403-199524,1
5705,11404-14061,1
5706,11404-14361,1
5707,11404-14907,0
5708,11404-18106,1
5709,11404-19151,1
5710,11404-19653,0
5711,11404-29791,1
5712,11404-32097,1
5713,11404-32354,1
5714,11404-35280,1
5715,11404-36351,1
5716,11404-41095,1
5717,11404-53828,1
5718,11404-58511,1
5719,11404-199524,1
5720,11492-11708,1
5721,11492-14907,1
5722,11492-16509,1
5723,11492-18106,1
5724,11492-19653,1
5725,11492-29791,1
5726,11492-32097,1
5727,11492-32354,1
5728,11492-34927,1
5729,11492-35280,1
5730,11492-36351,1
5731,11492-40630,1
5732,11492-53828,1
5733,11492-58511,1
5734,11537-16509,1
5735,11537-19679,1
5736,11537-30103,0
5737,11537-33011,0
5738,11537-62715,1
5739,11550-19151,1
5740,11550-19653,1
5741,11550-29791,1
5742,11550-36351,1
5743,11550-53828,1
5744,11686-11758,1
5745,11686-11767,1
5746,11686-11796,1
5747,11686-12083,1
5748,11686-13030,1
5749,11686-13335,1
5750,11686-13414,1
5751,11686-13489,1
5752,11686-13760,1
5753,11686-13768,1
5754,11686-13786,1
5755,11686-13984,1
5756,11686-14340,1
5757,11686-14361,1
5758,11686-14907,1
5759,11686-15085,1
5760,11686-15133,1
5761,11686-15169,1
5762,11686-15305,1
5763,11686-15695,1
5764,11686-16265,1
5765,11686-16276,1
5766,11686-16509,1
5767,11686-16552,1
5768,11686-16591,1
5769,11686-16713,1
5770,11686-16740,1
5771,11686-17072,1
5772,11686-17117,1
5773,11686-17306,1
5774,11686-18734,1
5775,11686-18978,1
5776,11686-19151,1
5777,11686-19186,1
5778,11686-19551,1
5779,11686-19679,1
5780,11686-19754,1
5781,11686-19782,1
5782,11686-20021,1
5783,11686-20473,1
5784,11686-20940,1
5785,11686-21859,1
5786,11686-21928,1
5787,11686-22356,0
5788,11686-22616,1
5789,11686-22645,1
5790,11686-22697,1
5791,11686-22773,1
5792,11686-22822,1
5793,11686-23089,1
5794,11686-23367,1
5795,11686-23393,1
5796,11686-23404,1
5797,11686-23470,1
5798,11686-25933,1
5799,11686-26415,1
5800,11686-26744,1
5801,11686-27400,1
5802,11686-27446,1
5803,11686-27630,1
5804,11686-29791,1
5805,11686-29802,1
5806,11686-29838,1
5807,11686-29884,1
5808,11686-30081,1
5809,11686-30340,1
5810,11686-31800,1
5811,11686-32035,1
5812,11686-32261,1
5813,11686-32590,1
5814,11686-32787,1
5815,11686-32934,1
5816,11686-33132,1
5817,11686-33182,1
5818,11686-33353,1
5819,11686-33438,1
5820,11686-33517,1
5821,11686-33724,1
5822,11686-36086,1
5823,11686-36236,1
5824,11686-36351,1
5825,11686-40627,1
5826,11686-45474,1
5827,11686-46489,1
5828,11686-46562,1
5829,11686-47869,1
5830,11686-49544,1
5831,11686-51185,1
5832,11686-53340,1
5833,11686-53828,1
5834,11686-54113,1
5835,11686-54825,1
5836,11686-54994,1
5837,11686-55219,1
5838,11686-57976,1
5839,11686-60725,1
5840,11686-62597,1
5841,11686-62642,1
5842,11686-62887,1
5843,11686-62904,1
5844,11686-62955,1
5845,11686-63023,1
5846,11686-63399,1
5847,11686-63452,1
5848,11686-63949,1
5849,11686-199524,1
5850,11686-203724,1
5851,11686-262287,1
5852,11686-262589,1
5853,11686-263237,1
5854,11686-394065,1
5855,11686-395662,1
5856,11708-11796,1
5857,11708-12200,1
5858,11708-12989,1
5859,11708-13335,1
5860,11708-13354,1
5861,11708-13536,1
5862,11708-13760,1
5863,11708-13767,1
5864,11708-13768,1
5865,11708-13786,1
5866,11708-13807,1
5867,11708-14061,1
5868,11708-14340,1
5869,11708-14413,1
5870,11708-14537,1
5871,11708-15164,1
5872,11708-15169,1
5873,11708-15267,1
5874,11708-16276,1
5875,11708-16591,1
5876,11708-16851,1
5877,11708-16904,1
5878,11708-17113,1
5879,11708-17378,1
5880,11708-18615,1
5881,11708-19969,1
5882,11708-20473,1
5883,11708-20940,1
5884,11708-21949,1
5885,11708-22356,1
5886,11708-22462,1
5887,11708-23393,1
5888,11708-23473,1
5889,11708-25933,1
5890,11708-27257,1
5891,11708-29802,1
5892,11708-29838,1
5893,11708-30496,1
5894,11708-32217,1
5895,11708-32934,1
5896,11708-33362,1
5897,11708-34553,1
5898,11708-35280,1
5899,11708-35847,1
5900,11708-36086,1
5901,11708-36351,1
5902,11708-36374,1
5903,11708-37468,1
5904,11708-39386,1
5905,11708-40630,1
5906,11708-40788,1
5907,11708-40805,1
5908,11708-43531,1
5909,11708-43996,1
5910,11708-46475,1
5911,11708-49544,1
5912,11708-53340,1
5913,11708-53597,1
5914,11708-54113,1
5915,11708-55009,1
5916,11708-57976,1
5917,11708-62240,1
5918,11708-62668,1
5919,11708-62887,1
5920,11708-62943,1
5921,11708-62955,1
5922,11708-63949,1
5923,11708-64049,1
5924,11708-199524,1
5925,11708-199610,1
5926,11708-262589,1
5927,11708-393775,1
5928,11708-395662,1
5929,11708-397326,1
5930,11722-13786,1
5931,11722-14061,1
5932,11722-18106,1
5933,11722-29791,1
5934,11722-36351,1
5935,11722-37468,1
5936,11722-51185,1
5937,11722-137409,1
5938,11722-199524,1
5939,11758-23367,1
5940,11758-23473,1
5941,11758-27446,1
5942,11758-29791,1
5943,11758-36351,1
5944,11758-53828,1
5945,11758-199524,1
5946,11767-13786,1
5947,11767-19151,1
5948,11767-36351,1
5949,11767-51185,1
5950,11767-199524,1
5951,11767-263237,1
5952,11796-13786,1
5953,11796-14061,1
5954,11796-14361,1
5955,11796-14907,1
5956,11796-16552,1
5957,11796-18106,1
5958,11796-19151,1
5959,11796-19653,1
5960,11796-23367,1
5961,11796-25885,1
5962,11796-27446,1
5963,11796-32097,1
5964,11796-32354,1
5965,11796-36351,1
5966,11796-37468,1
5967,11796-51185,1
5968,11796-53828,1
5969,11796-57695,1
5970,11796-58511,1
5971,11796-137409,1
5972,11796-199524,1
5973,11888-19151,1
5974,11888-23367,1
5975,11888-36351,1
5976,11961-18106,1
5977,11961-19653,1
5978,11961-29791,1
5979,11961-32354,1
5980,11961-36351,1
5981,11961-53828,1
5982,11961-58511,1
5983,12041-13030,1
5984,12041-13786,1
5985,12041-14537,1
5986,12041-16552,1
5987,12041-18106,1
5988,12041-19151,1
5989,12041-19653,1
5990,12041-37468,1
5991,12041-42473,1
5992,12041-43531,1
5993,12041-47147,1
5994,12041-51185,1
5995,12041-58511,1
5996,12041-199524,1
5997,12042-20115,1
5998,12083-13786,1
5999,12083-16552,1
6000,12083-19151,1
6001,12083-19653,1
6002,12083-23367,1
6003,12083-23473,1
6004,12083-25885,1
6005,12083-27446,1
6006,12083-35280,1
6007,12083-36351,1
6008,12083-37468,1
6009,12083-46450,1
6010,12083-53828,1
6011,12083-57695,1
6012,12083-199524,1
6013,12085-13786,1
6014,12085-16552,1
6015,12085-19653,1
6016,12085-27446,1
6017,12085-29791,1
6018,12085-35280,1
6019,12085-36351,1
6020,12085-37468,1
6021,12085-57695,1
6022,12085-199524,1
6023,12129-14361,1
6024,12129-18106,1
6025,12129-19151,1
6026,12129-19653,0
6027,12129-20205,1
6028,12129-25885,1
6029,12129-27630,1
6030,12129-36351,1
6031,12129-41095,1
6032,12129-53828,1
6033,12188-13786,1
6034,12189-13786,1
6035,12189-14061,1
6036,12189-14361,1
6037,12189-16552,1
6038,12189-18106,1
6039,12189-19653,1
6040,12189-27446,1
6041,12189-29791,1
6042,12189-32354,1
6043,12189-36351,1
6044,12189-37468,1
6045,12189-40630,1
6046,12189-47147,1
6047,12189-51185,1
6048,12189-53828,1
6049,12189-57695,1
6050,12189-58511,1
6051,12189-199524,1
6052,12200-13786,1
6053,12200-14061,1
6054,12200-14361,1
6055,12200-14537,1
6056,12200-14630,1
6057,12200-14907,1
6058,12200-15412,1
6059,12200-16552,1
6060,12200-19151,1
6061,12200-19653,1
6062,12200-25885,1
6063,12200-29791,1
6064,12200-32097,1
6065,12200-34927,1
6066,12200-35280,1
6067,12200-36351,1
6068,12200-37468,1
6069,12200-40630,1
6070,12200-42473,1
6071,12200-43531,1
6072,12200-46450,1
6073,12200-51185,1
6074,12200-53828,1
6075,12200-57695,1
6076,12200-58511,1
6077,12200-199524,1
6078,12654-14061,1
6079,12654-18106,1
6080,12654-37468,1
6081,12654-46450,1
6082,12654-51185,1
6083,12956-16276,0
6084,12956-16509,0
6085,12956-22822,1
6086,12956-32787,1
6087,12956-32934,0
6088,12956-33353,0
6089,12956-36351,0
6090,12956-57976,0
6091,12956-58453,0
6092,12989-14361,1
6093,12989-14907,1
6094,12989-19151,1
6095,12989-19653,1
6096,12989-26592,1
6097,12989-29791,1
6098,12989-32097,1
6099,12989-35280,1
6100,12989-36351,1
6101,12989-37468,1
6102,12989-40630,1
6103,12989-41095,1
6104,12989-42473,1
6105,12989-51185,1
6106,12989-57695,1
6107,12989-199524,1
6108,12989-263237,1
6109,13030-13335,1
6110,13030-13414,1
6111,13030-13445,1
6112,13030-13489,1
6113,13030-13536,1
6114,13030-13768,1
6115,13030-13786,1
6116,13030-14061,1
6117,13030-14340,1
6118,13030-14361,1
6119,13030-14413,1
6120,13030-14492,1
6121,13030-14537,1
6122,13030-14589,1
6123,13030-14907,1
6124,13030-15133,1
6125,13030-15169,1
6126,13030-15412,1
6127,13030-15580,1
6128,13030-15695,1
6129,13030-16265,1
6130,13030-16276,1
6131,13030-16509,1
6132,13030-17676,1
6133,13030-18106,1
6134,13030-19151,1
6135,13030-19318,1
6136,13030-19551,1
6137,13030-19653,1
6138,13030-19679,1
6139,13030-19754,1
6140,13030-20473,1
6141,13030-20546,1
6142,13030-20940,1
6143,13030-21321,1
6144,13030-21859,1
6145,13030-22356,1
6146,13030-22691,1
6147,13030-22697,1
6148,13030-22822,1
6149,13030-23089,1
6150,13030-23393,1
6151,13030-23470,1
6152,13030-23473,1
6153,13030-23520,1
6154,13030-23576,1
6155,13030-24429,1
6156,13030-25152,1
6157,13030-25885,1
6158,13030-26415,1
6159,13030-26496,1
6160,13030-26548,1
6161,13030-27630,1
6162,13030-27647,1
6163,13030-27822,1
6164,13030-29791,1
6165,13030-29802,1
6166,13030-29838,1
6167,13030-30081,1
6168,13030-30132,1
6169,13030-31216,1
6170,13030-31769,1
6171,13030-31950,1
6172,13030-32098,1
6173,13030-32261,0
6174,13030-32590,1
6175,13030-32934,1
6176,13030-33132,1
6177,13030-33182,1
6178,13030-33353,1
6179,13030-33438,1
6180,13030-33517,1
6181,13030-33597,1
6182,13030-33724,1
6183,13030-34309,1
6184,13030-35280,1
6185,13030-35788,1
6186,13030-35908,1
6187,13030-36236,1
6188,13030-36351,1
6189,13030-36692,1
6190,13030-37468,1
6191,13030-40788,1
6192,13030-41095,1
6193,13030-41690,1
6194,13030-43531,1
6195,13030-43996,1
6196,13030-44444,1
6197,13030-45102,1
6198,13030-46450,1
6199,13030-46489,1
6200,13030-46562,1
6201,13030-46786,1
6202,13030-47147,1
6203,13030-47869,1
6204,13030-49544,1
6205,13030-51185,1
6206,13030-51531,1
6207,13030-53828,1
6208,13030-54113,1
6209,13030-54825,1
6210,13030-55081,1
6211,13030-57695,1
6212,13030-57976,1
6213,13030-58511,1
6214,13030-60725,1
6215,13030-62240,1
6216,13030-62887,1
6217,13030-62955,1
6218,13030-63452,1
6219,13030-63949,1
6220,13030-64050,1
6221,13030-132203,1
6222,13030-137409,1
6223,13030-197000,1
6224,13030-197981,1
6225,13030-199524,1
6226,13030-203724,1
6227,13030-393950,1
6228,13150-13786,1
6229,13150-14061,1
6230,13150-14537,1
6231,13150-16552,1
6232,13150-18106,1
6233,13150-36351,1
6234,13150-37468,1
6235,13150-41095,0
6236,13150-43531,1
6237,13150-47147,0
6238,13150-51185,1
6239,13150-58511,1
6240,13150-199524,1
6241,13333-19151,1
6242,13335-13786,1
6243,13335-14061,1
6244,13335-14361,1
6245,13335-14537,0
6246,13335-14630,1
6247,13335-15412,1
6248,13335-16552,1
6249,13335-18106,1
6250,13335-19151,1
6251,13335-19653,1
6252,13335-20205,1
6253,13335-23367,1
6254,13335-23473,1
6255,13335-25885,1
6256,13335-27446,1
6257,13335-29791,1
6258,13335-29802,1
6259,13335-30132,0
6260,13335-32097,1
6261,13335-32354,1
6262,13335-34927,0
6263,13335-35280,1
6264,13335-40630,1
6265,13335-41095,1
6266,13335-42473,1
6267,13335-46450,1
6268,13335-47147,1
6269,13335-51185,1
6270,13335-53828,0
6271,13335-57695,0
6272,13335-58511,1
6273,13335-62240,1
6274,13335-131477,0
6275,13335-137409,1
6276,13335-199524,1
6277,13335-263237,1
6278,13335-393950,1
6279,13354-14907,1
6280,13354-32097,1
6281,13354-36351,1
6282,13354-40630,1
6283,13359-36351,1
6284,13359-40630,1
6285,13414-13786,1
6286,13414-14061,1
6287,13414-14537,1
6288,13414-14630,1
6289,13414-14907,1
6290,13414-15412,1
6291,13414-16552,1
6292,13414-18106,1
6293,13414-19151,1
6294,13414-19653,1
6295,13414-23367,1
6296,13414-25152,1
6297,13414-27446,1
6298,13414-29791,1
6299,13414-30132,1
6300,13414-32354,1
6301,13414-34927,1
6302,13414-36351,1
6303,13414-37468,1
6304,13414-42473,1
6305,13414-43531,1
6306,13414-47147,1
6307,13414-51185,1
6308,13414-53828,1
6309,13414-57695,1
6310,13414-58511,1
6311,13414-131477,1
6312,13414-137409,1
6313,13414-199524,1
6314,13414-263237,1
6315,13414-393950,1
6316,13427-13786,1
6317,13427-14061,1
6318,13427-14907,1
6319,13427-18106,1
6320,13427-32354,1
6321,13427-36351,1
6322,13427-51185,1
6323,13427-58511,1
6324,13427-398493,1
6325,13445-13786,1
6326,13445-14061,1
6327,13445-14361,1
6328,13445-14537,1
6329,13445-16552,1
6330,13445-18106,1
6331,13445-19151,1
6332,13445-25152,1
6333,13445-25885,1
6334,13445-29791,1
6335,13445-36351,1
6336,13445-46450,1
6337,13445-51185,1
6338,13445-53828,1
6339,13445-57695,1
6340,13445-58511,1
6341,13445-137409,1
6342,13445-199524,1
6343,13460-14061,1
6344,13460-36351,1
6345,13489-13786,1
6346,13489-14361,1
6347,13489-19151,1
6348,13489-22356,1
6349,13489-25885,1
6350,13489-36351,1
6351,13489-51185,1
6352,13489-199524,1
6353,13489-263237,1
6354,13536-13786,1
6355,13536-14061,1
6356,13536-14361,1
6357,13536-14907,1
6358,13536-18106,1
6359,13536-19151,1
6360,13536-19653,1
6361,13536-23473,1
6362,13536-29791,1
6363,13536-32097,1
6364,13536-37468,1
6365,13536-40630,1
6366,13536-46450,1
6367,13536-51185,1
6368,13536-137409,1
6369,13536-199524,1
6370,13576-23473,1
6371,13591-41095,1
6372,13739-18106,1
6373,13739-19653,1
6374,13739-29791,1
6375,13739-32097,1
6376,13739-32354,1
6377,13739-36351,1
6378,13739-53828,1
6379,13739-58511,1
6380,13760-13786,1
6381,13760-14907,1
6382,13760-15169,1
6383,13760-16552,1
6384,13760-19151,1
6385,13760-19653,1
6386,13760-23367,1
6387,13760-26744,0
6388,13760-27446,1
6389,13760-29791,1
6390,13760-32097,1
6391,13760-36351,1
6392,13760-37468,1
6393,13760-40630,1
6394,13760-51185,1
6395,13760-57695,1
6396,13760-199524,1
6397,13760-263237,1
6398,13767-14907,1
6399,13767-32097,0
6400,13767-36351,1
6401,13767-40630,1
6402,13768-13786,1
6403,13768-14061,1
6404,13768-14361,1
6405,13768-14537,1
6406,13768-14630,0
6407,13768-14907,1
6408,13768-15412,1
6409,13768-16552,1
6410,13768-18106,1
6411,13768-19151,1
6412,13768-19653,1
6413,13768-23367,1
6414,13768-25885,1
6415,13768-27446,1
6416,13768-29791,1
6417,13768-30132,1
6418,13768-32097,1
6419,13768-34927,1
6420,13768-35280,1
6421,13768-36351,1
6422,13768-37468,1
6423,13768-40630,1
6424,13768-41095,1
6425,13768-46450,1
6426,13768-47147,1
6427,13768-51185,1
6428,13768-53828,1
6429,13768-57695,1
6430,13768-58511,1
6431,13768-199524,1
6432,13786-13896,1
6433,13786-13984,1
6434,13786-14061,1
6435,13786-14244,1
6436,13786-14340,1
6437,13786-14361,1
6438,13786-14492,1
6439,13786-14537,1
6440,13786-14609,1
6441,13786-14630,1
6442,13786-14713,1
6443,13786-14907,1
6444,13786-15133,1
6445,13786-15169,1
6446,13786-15211,1
6447,13786-15412,1
6448,13786-15436,1
6449,13786-16164,1
6450,13786-16247,1
6451,13786-16265,1
6452,13786-16276,1
6453,13786-16406,1
6454,13786-16509,1
6455,13786-16524,1
6456,13786-16552,0
6457,13786-16553,1
6458,13786-16740,1
6459,13786-17072,1
6460,13786-17113,1
6461,13786-17117,1
6462,13786-17378,1
6463,13786-17978,1
6464,13786-18106,1
6465,13786-18119,1
6466,13786-18568,1
6467,13786-18734,1
6468,13786-18966,1
6469,13786-18978,1
6470,13786-19009,1
6471,13786-19151,1
6472,13786-19165,1
6473,13786-19186,1
6474,13786-19318,1
6475,13786-19551,1
6476,13786-19653,1
6477,13786-19679,1
6478,13786-19750,1
6479,13786-19969,1
6480,13786-20021,1
6481,13786-20119,1
6482,13786-20278,1
6483,13786-20326,1
6484,13786-20340,1
6485,13786-20473,1
6486,13786-20546,1
6487,13786-20860,1
6488,13786-20940,1
6489,13786-21859,1
6490,13786-21928,1
6491,13786-21949,1
6492,13786-22302,1
6493,13786-22356,1
6494,13786-22418,1
6495,13786-22616,1
6496,13786-22691,1
6497,13786-22697,1
6498,13786-22742,1
6499,13786-22822,1
6500,13786-22925,1
6501,13786-22995,1
6502,13786-23028,1
6503,13786-23089,1
6504,13786-23367,1
6505,13786-23393,1
6506,13786-23470,1
6507,13786-23473,1
6508,13786-23576,1
6509,13786-23764,1
6510,13786-24429,1
6511,13786-25152,1
6512,13786-25697,1
6513,13786-25751,1
6514,13786-25818,1
6515,13786-25885,1
6516,13786-26415,1
6517,13786-26459,1
6518,13786-26744,1
6519,13786-26827,1
6520,13786-26838,1
6521,13786-27257,1
6522,13786-27281,1
6523,13786-27299,1
6524,13786-27321,1
6525,13786-27446,1
6526,13786-27566,1
6527,13786-27630,1
6528,13786-27647,1
6529,13786-27822,1
6530,13786-29791,1
6531,13786-29802,1
6532,13786-29838,1
6533,13786-29852,1
6534,13786-29933,1
6535,13786-30041,1
6536,13786-30081,1
6537,13786-30103,1
6538,13786-30419,0
6539,13786-30511,1
6540,13786-30517,1
6541,13786-31216,1
6542,13786-31769,1
6543,13786-31800,1
6544,13786-31898,1
6545,13786-31950,1
6546,13786-32035,1
6547,13786-32097,1
6548,13786-32098,1
6549,13786-32133,1
6550,13786-32181,1
6551,13786-32217,1
6552,13786-32244,1
6553,13786-32261,1
6554,13786-32354,1
6555,13786-32415,1
6556,13786-32425,1
6557,13786-32590,1
