Index in PPC list	Rank of PPC for ISP A	Rank of PPC for ISP B	(Rank A - Rank B)^2	Willingness (A)	Willingness (B)	Willingness (AB) = 1 - (diff^2/(1-n)^2)
478.0	228.0	188.0	1600.0	0.5549019607843138	0.6340508806262231	0.5931577167132802
70.0	340.0	8.0	110224.0	0.3352941176470588	0.9863013698630136	0.5750661244955266
78.0	342.0	25.0	100489.0	0.33137254901960783	0.9530332681017613	0.5619689167128089
326.0	356.0	16.0	115600.0	0.30392156862745096	0.9706457925636007	0.5431392011791866
158.0	2.0	363.0	130321.0	0.9980392156862745	0.29158512720156554	0.5394565706876069
174.0	7.0	362.0	126025.0	0.9882352941176471	0.29354207436399216	0.5385987729237823
182.0	8.0	364.0	126736.0	0.9862745098039216	0.2896281800391389	0.5344650515174062
334.0	354.0	45.0	95481.0	0.307843137254902	0.913894324853229	0.5304112518435752
94.0	341.0	88.0	64009.0	0.3333333333333333	0.8297455968688845	0.5259105110405776
28.0	276.0	215.0	3721.0	0.46078431372549017	0.5812133072407045	0.5175074636225361
148.0	222.0	272.0	2500.0	0.5666666666666667	0.46966731898238745	0.5158922504651718
52.0	277.0	216.0	3721.0	0.4588235294117647	0.5792563600782779	0.5155351079852152
140.0	224.0	271.0	2209.0	0.5627450980392157	0.47162426614481406	0.5151739938014501
192.0	285.0	207.0	6084.0	0.44313725490196076	0.5968688845401174	0.5142906172890023
164.0	223.0	273.0	2500.0	0.5647058823529412	0.46771037181996084	0.513924895489811
44.0	278.0	217.0	3721.0	0.4568627450980392	0.5772994129158513	0.5135626490782038
316.0	232.0	266.0	1156.0	0.5470588235294118	0.48140900195694714	0.5131851929343206
220.0	270.0	229.0	1681.0	0.4725490196078431	0.5538160469667319	0.5115713342606487
236.0	271.0	228.0	1849.0	0.47058823529411764	0.5557729941291585	0.5114100434400646
244.0	272.0	227.0	2025.0	0.46862745098039216	0.5577299412915852	0.5112411962302327
508.0	244.0	257.0	169.0	0.5235294117647059	0.49902152641878667	0.5111286004362826
344.0	266.0	235.0	961.0	0.4803921568627451	0.5420743639921722	0.5103021388336525
368.0	267.0	234.0	1089.0	0.47843137254901963	0.5440313111545988	0.5101780541196744
288.0	210.0	288.0	6084.0	0.5901960784313726	0.4383561643835616	0.508641415120118
456.0	236.0	267.0	961.0	0.5392156862745098	0.4794520547945205	0.5084565554319771
264.0	209.0	289.0	6400.0	0.592156862745098	0.436399217221135	0.5083471170116772
480.0	235.0	268.0	1089.0	0.5411764705882353	0.4774951076320939	0.508339568665952
464.0	234.0	269.0	1225.0	0.5431372549019607	0.4755381604696673	0.5082150047751672
252.0	193.0	301.0	11664.0	0.6235294117647059	0.41291585127201563	0.5074102658125501
360.0	268.0	236.0	1024.0	0.4764705882352941	0.5401174168297456	0.5072968197347549
112.0	186.0	307.0	14641.0	0.6372549019607843	0.40117416829745595	0.5056186362146815
272.0	211.0	290.0	6241.0	0.5882352941176471	0.4344422700587084	0.5055237645305338
412.0	200.0	298.0	9604.0	0.6098039215686275	0.4187866927592955	0.5053491540958334
88.0	188.0	306.0	13924.0	0.6333333333333333	0.40313111545988256	0.5052884058877586
104.0	187.0	308.0	14641.0	0.6352941176470588	0.39921722113502933	0.5036073393532795
428.0	202.0	299.0	9409.0	0.6058823529411764	0.41682974559686886	0.5025433185687607
436.0	201.0	300.0	9801.0	0.6078431372549019	0.41487279843444225	0.5021728620326987
492.0	305.0	193.0	12544.0	0.403921568627451	0.62426614481409	0.502149938219969
396.0	292.0	212.0	6400.0	0.4294117647058823	0.5870841487279843	0.5020964452534338
404.0	293.0	211.0	6724.0	0.42745098039215684	0.589041095890411	0.5017830147878928
500.0	306.0	192.0	12996.0	0.4019607843137255	0.6262230919765166	0.5017141867699645
350.0	355.0	96.0	67081.0	0.3058823529411765	0.8140900195694716	0.49901480007294213
420.0	294.0	213.0	6561.0	0.42549019607843136	0.5851272015655578	0.4989648161192861
476.0	307.0	194.0	12769.0	0.4	0.6223091976516634	0.4989225180934063
124.0	308.0	195.0	12769.0	0.3980392156862745	0.6203522504892368	0.4969150060462565
376.0	185.0	316.0	17161.0	0.6392156862745098	0.3835616438356164	0.4951551467903395
507.0	248.0	270.0	484.0	0.515686274509804	0.4735812133072407	0.49418552343046607
509.0	256.0	265.0	81.0	0.5	0.48336594911937375	0.4916126265258927
315.0	237.0	284.0	2209.0	0.5372549019607843	0.4461839530332681	0.4896064909122056
235.0	279.0	243.0	1296.0	0.4549019607843137	0.5264187866927593	0.4893556357703829
380.0	329.0	171.0	24964.0	0.3568627450980392	0.6673189823874756	0.4879972171138116
219.0	280.0	245.0	1225.0	0.45294117647058824	0.5225048923679061	0.4864812233383293
243.0	281.0	244.0	1369.0	0.45098039215686275	0.5244618395303327	0.4863352815318862
317.0	249.0	277.0	784.0	0.5137254901960784	0.4598825831702544	0.486059055539322
359.0	273.0	254.0	361.0	0.4666666666666667	0.5048923679060665	0.48540337695175173
300.0	331.0	172.0	25281.0	0.35294117647058826	0.6653620352250489	0.4845963882358119
237.0	286.0	240.0	2116.0	0.4411764705882353	0.5322896281800391	0.48459638823581186
343.0	274.0	255.0	361.0	0.4647058823529412	0.50293542074364	0.4834429112762136
457.0	250.0	279.0	841.0	0.5117647058823529	0.45596868884540115	0.4830617785941347
448.0	334.0	169.0	27225.0	0.34705882352941175	0.6712328767123288	0.48265649535258875
413.0	221.0	303.0	6724.0	0.5686274509803921	0.4090019569471624	0.48225484987178413
465.0	252.0	278.0	676.0	0.5078431372549019	0.45792563600782776	0.48223893623354547
496.0	165.0	337.0	29584.0	0.6784313725490196	0.3424657534246575	0.48201609013281344
429.0	220.0	304.0	7056.0	0.5705882352941176	0.4070450097847358	0.4819285152575527
308.0	332.0	174.0	24964.0	0.3509803921568627	0.6614481409001957	0.4818249971562066
245.0	287.0	242.0	2025.0	0.4392156862745098	0.5283757338551859	0.4817373875422201
437.0	219.0	305.0	7396.0	0.5725490196078431	0.4050880626223092	0.4815939919779354
221.0	288.0	241.0	2209.0	0.4372549019607843	0.5303326810176126	0.4815501681496499
367.0	275.0	256.0	361.0	0.4627450980392157	0.5009784735812133	0.4814824325693256
284.0	333.0	173.0	25600.0	0.34901960784313724	0.6634050880626223	0.4811874724852657
481.0	251.0	280.0	841.0	0.5098039215686274	0.45401174168297453	0.48109974677626166
455.0	246.0	285.0	1521.0	0.5196078431372549	0.44422700587084146	0.48044129337918967
463.0	245.0	286.0	1681.0	0.5215686274509804	0.44227005870841485	0.48028552703908584
251.0	198.0	320.0	14884.0	0.6137254901960785	0.37573385518590996	0.48020562726527366
501.0	316.0	204.0	12544.0	0.38235294117647056	0.6027397260273972	0.480061774160863
472.0	166.0	338.0	29584.0	0.6764705882352942	0.3405088062622309	0.4799418636371588
395.0	299.0	230.0	4761.0	0.41568627450980394	0.5518590998043053	0.4789574649715627
493.0	318.0	203.0	13225.0	0.3784313725490196	0.6046966731898239	0.47836825982819026
377.0	199.0	321.0	14884.0	0.611764705882353	0.37377690802348335	0.47818774576791656
477.0	317.0	205.0	12544.0	0.3803921568627451	0.6007827788649707	0.47805131216056695
488.0	167.0	339.0	29584.0	0.6745098039215687	0.3385518590998043	0.47786666351472096
479.0	247.0	287.0	1600.0	0.5176470588235295	0.44031311154598823	0.47741678557966255
384.0	160.0	343.0	33489.0	0.6882352941176471	0.33072407045009783	0.47709116308941263
72.0	348.0	149.0	39601.0	0.3196078431372549	0.7103718199608611	0.4764875708800568
419.0	300.0	232.0	4624.0	0.4137254901960784	0.547945205479452	0.47612907781144514
403.0	301.0	231.0	4900.0	0.4117647058823529	0.5499021526418787	0.4758469272220384
80.0	349.0	148.0	40401.0	0.3176470588235294	0.7123287671232876	0.4756775565360458
253.0	212.0	315.0	10609.0	0.5862745098039216	0.38551859099804303	0.4754153162842739
96.0	350.0	147.0	41209.0	0.3156862745098039	0.7142857142857143	0.474858079933817
361.0	289.0	248.0	1681.0	0.43529411764705883	0.5166340508806262	0.47422332642385684
381.0	335.0	179.0	24336.0	0.34509803921568627	0.6516634050880626	0.47422332642385684
369.0	290.0	247.0	1849.0	0.43333333333333335	0.5185909980430529	0.4740493284655683
345.0	291.0	246.0	2025.0	0.43137254901960786	0.5205479452054794	0.47386716916263233
200.0	153.0	349.0	38416.0	0.7019607843137254	0.31898238747553814	0.47319459727959007
60.0	156.0	348.0	36864.0	0.696078431372549	0.32093933463796476	0.4726509797097051
475.0	319.0	209.0	12100.0	0.3764705882352941	0.5929549902152642	0.4724723420089197
405.0	310.0	223.0	7569.0	0.3941176470588235	0.5655577299412916	0.4721189276023483
212.0	357.0	135.0	49284.0	0.30196078431372547	0.7377690802348337	0.4719929343858086
421.0	311.0	222.0	7921.0	0.39215686274509803	0.5675146771037182	0.4717571147685972
397.0	312.0	221.0	8281.0	0.39019607843137255	0.5694716242661448	0.4713868841690377
208.0	154.0	350.0	38416.0	0.7	0.31702544031311153	0.4710815303311923
411.0	213.0	318.0	11025.0	0.5843137254901961	0.3796477495107632	0.4709919223199086
224.0	152.0	351.0	39601.0	0.703921568627451	0.3150684931506849	0.4709389641171321
491.0	321.0	208.0	12769.0	0.37254901960784315	0.5949119373776908	0.47078005376509025
427.0	215.0	317.0	10404.0	0.5803921568627451	0.3816046966731898	0.4706170130489401
499.0	320.0	210.0	12100.0	0.37450980392156863	0.5909980430528375	0.47046207203317564
228.0	358.0	136.0	49284.0	0.3	0.735812133072407	0.46983363004548967
379.0	336.0	184.0	23104.0	0.3431372549019608	0.6418786692759295	0.4693106482442797
435.0	214.0	319.0	11025.0	0.5823529411764706	0.3776908023483366	0.46898757936949126
328.0	360.0	133.0	51529.0	0.296078431372549	0.7416829745596869	0.4686110665395753
125.0	324.0	206.0	13924.0	0.36666666666666664	0.598825831702544	0.4685824064391088
204.0	359.0	137.0	49284.0	0.2980392156862745	0.7338551859099804	0.4676725607045123
352.0	361.0	132.0	52441.0	0.29411764705882354	0.7436399217221135	0.4676725607045123
484.0	363.0	127.0	55696.0	0.2901960784313726	0.7534246575342466	0.46759050568840493
375.0	194.0	333.0	19321.0	0.6215686274509804	0.350293542074364	0.4666170551449064
460.0	364.0	126.0	56644.0	0.28823529411764703	0.7553816046966731	0.46661294345614307
123.0	322.0	214.0	11664.0	0.37058823529411766	0.5831702544031311	0.4648828190579622
336.0	362.0	134.0	51984.0	0.29215686274509806	0.7397260273972602	0.4648828190579622
299.0	337.0	189.0	21904.0	0.3411764705882353	0.6320939334637965	0.4643873138872475
444.0	151.0	356.0	42025.0	0.7058823529411765	0.30528375733855184	0.46421376212350723
468.0	365.0	128.0	56169.0	0.28627450980392155	0.7514677103718199	0.46381682852195866
165.0	254.0	294.0	1600.0	0.503921568627451	0.42661448140900193	0.46365961509582737
105.0	217.0	322.0	11025.0	0.5764705882352941	0.37181996086105673	0.462972214668653
141.0	253.0	296.0	1849.0	0.5058823529411764	0.4227005870841487	0.462424877773402
307.0	338.0	190.0	21904.0	0.3392156862745098	0.6301369863013698	0.4623335919605783
497.0	180.0	344.0	26896.0	0.6490196078431373	0.3287671232876712	0.46192673599595935
309.0	343.0	181.0	26244.0	0.32941176470588235	0.6477495107632094	0.46192673599595935
149.0	255.0	295.0	1600.0	0.5019607843137255	0.4246575342465753	0.46169408590011596
113.0	216.0	324.0	11664.0	0.5784313725490197	0.3679060665362035	0.4613116203128284
301.0	344.0	180.0	26896.0	0.32745098039215687	0.649706457925636	0.46124507218491245
89.0	218.0	323.0	11025.0	0.5745098039215686	0.3698630136986301	0.4609662975509603
139.0	239.0	309.0	4900.0	0.5333333333333333	0.3972602739726027	0.4602957159465222
283.0	339.0	191.0	21904.0	0.33725490196078434	0.6281800391389433	0.46027904309617
147.0	238.0	310.0	5184.0	0.5352941176470588	0.3953033268101761	0.46000385381842196
489.0	181.0	345.0	26896.0	0.6470588235294118	0.3268101761252446	0.45985368116504255
285.0	345.0	182.0	26569.0	0.3254901960784314	0.6457925636007827	0.45847480645332267
449.0	347.0	178.0	28561.0	0.3215686274509804	0.6536203522504892	0.4584580673815395
473.0	182.0	346.0	26896.0	0.6450980392156863	0.324853228962818	0.4577796206001293
27.0	303.0	250.0	2809.0	0.40784313725490196	0.512720156555773	0.4572848097012746
163.0	240.0	311.0	5041.0	0.5313725490196078	0.3933463796477495	0.45717990813361326
487.0	171.0	352.0	32761.0	0.6666666666666666	0.3131115459882583	0.4568818563467353
471.0	169.0	353.0	33856.0	0.6705882352941176	0.3111545988258317	0.45678946280563826
51.0	302.0	252.0	2500.0	0.40980392156862744	0.5088062622309197	0.45662982992891116
29.0	314.0	237.0	5929.0	0.3862745098039216	0.538160469667319	0.4559360389534829
45.0	313.0	239.0	5476.0	0.38823529411764707	0.5342465753424658	0.45542658717890844
43.0	304.0	251.0	2809.0	0.40588235294117647	0.5107632093933464	0.4553128300678098
273.0	241.0	312.0	5041.0	0.5294117647058824	0.3913894324853229	0.4551990445280928
447.0	346.0	185.0	25921.0	0.3235294117647059	0.639921722113503	0.4550093387292608
495.0	170.0	354.0	33856.0	0.6686274509803921	0.30919765166340507	0.4546845474401189
53.0	315.0	238.0	5929.0	0.3843137254901961	0.5362035225048923	0.45394974760960205
265.0	243.0	313.0	4900.0	0.5254901960784314	0.38943248532289626	0.4523747927014055
289.0	242.0	314.0	5184.0	0.5274509803921569	0.38747553816046965	0.4520778168420989
156.0	131.0	372.0	58081.0	0.7450980392156863	0.273972602739726	0.45181461806828255
191.0	309.0	249.0	3600.0	0.396078431372549	0.5146771037181996	0.45150027674860976
172.0	130.0	373.0	59049.0	0.7470588235294118	0.2720156555772994	0.4507900793464281
445.0	161.0	361.0	40000.0	0.6862745098039216	0.29549902152641877	0.45032593323678516
111.0	205.0	340.0	18225.0	0.6	0.33659491193737767	0.4493962028794042
103.0	204.0	341.0	18769.0	0.6019607843137255	0.33463796477495106	0.4488194868063088
287.0	229.0	326.0	9409.0	0.5529411764705883	0.3639921722113503	0.4486270833650472
193.0	323.0	233.0	8100.0	0.3686274509803922	0.5459882583170255	0.4486270833650472
87.0	203.0	342.0	19321.0	0.6039215686274509	0.33268101761252444	0.4482334681939005
443.0	155.0	365.0	44100.0	0.6980392156862745	0.2876712328767123	0.44811360364617797
180.0	132.0	374.0	58564.0	0.7431372549019608	0.2700587084148728	0.44798514175561405
61.0	176.0	357.0	32761.0	0.6568627450980392	0.30332681017612523	0.4463676524952514
271.0	231.0	327.0	9216.0	0.5490196078431373	0.36203522504892366	0.4458300542603224
263.0	230.0	328.0	9604.0	0.5509803921568628	0.36007827788649704	0.44541673829916856
201.0	178.0	358.0	32400.0	0.6529411764705882	0.3013698630136986	0.44359530307358347
504.0	129.0	379.0	62500.0	0.7490196078431373	0.2602739726027397	0.441531775629659
225.0	179.0	359.0	32400.0	0.6509803921568628	0.299412915851272	0.44148832077155875
209.0	177.0	360.0	33489.0	0.6549019607843137	0.2974559686888454	0.441366624408011
385.0	189.0	355.0	27556.0	0.6313725490196078	0.30724070450097846	0.4404354058921272
199.0	163.0	368.0	42025.0	0.6823529411764706	0.28180039138943247	0.43850578774887317
120.0	117.0	385.0	71824.0	0.7725490196078432	0.24853228962818003	0.4381818990934507
59.0	168.0	367.0	39601.0	0.6725490196078432	0.2837573385518591	0.43685320171607267
207.0	164.0	369.0	42025.0	0.6803921568627451	0.27984344422700586	0.4363522483057832
223.0	162.0	370.0	43264.0	0.6843137254901961	0.27788649706457924	0.43607515873950287
227.0	372.0	157.0	46225.0	0.2725490196078431	0.6947162426614482	0.43513702536445015
296.0	120.0	386.0	70756.0	0.7666666666666667	0.2465753424657534	0.4347885645810053
203.0	373.0	156.0	47089.0	0.27058823529411763	0.6966731898238747	0.4341791899793979
304.0	118.0	387.0	72361.0	0.7705882352941177	0.2446183953033268	0.4341659332067285
383.0	175.0	366.0	36481.0	0.6588235294117647	0.2857142857142857	0.4338609156373123
280.0	119.0	388.0	72361.0	0.7686274509803922	0.24266144814090018	0.43187527173450296
211.0	374.0	158.0	46656.0	0.26862745098039215	0.6927592954990215	0.43138632766103563
503.0	133.0	384.0	63001.0	0.7411764705882353	0.25048923679060664	0.43087901833902587
505.0	138.0	383.0	60025.0	0.7313725490196078	0.25244618395303325	0.42968850234559774
461.0	381.0	143.0	56644.0	0.2549019607843137	0.7221135029354208	0.42903163963403446
157.0	148.0	380.0	53824.0	0.711764705882353	0.2583170254403131	0.42879009041362975
79.0	369.0	175.0	37636.0	0.2784313725490196	0.6594911937377691	0.4285125882122933
351.0	375.0	161.0	45796.0	0.26666666666666666	0.6868884540117417	0.427983941758486
469.0	382.0	142.0	57600.0	0.2529411764705882	0.7240704500978473	0.4279570439837833
335.0	376.0	160.0	46656.0	0.2647058823529412	0.6888454011741683	0.4270145544622267
485.0	383.0	141.0	58564.0	0.25098039215686274	0.726027397260274	0.42687075430510574
173.0	149.0	381.0	53824.0	0.7098039215686275	0.2563600782778865	0.4265740133848804
327.0	377.0	159.0	47524.0	0.2627450980392157	0.6908023483365949	0.4260339549137123
71.0	370.0	177.0	37249.0	0.27647058823529413	0.6555772994129159	0.4257321242311818
95.0	371.0	176.0	38025.0	0.27450980392156865	0.6575342465753424	0.42485244155955326
181.0	150.0	382.0	53824.0	0.707843137254902	0.25440313111545987	0.42435540582893166
483.0	384.0	144.0	57600.0	0.24901960784313726	0.7201565557729941	0.4234773938526771
73.0	378.0	163.0	46225.0	0.2607843137254902	0.6829745596868885	0.4220296812309699
459.0	385.0	146.0	57121.0	0.24705882352941178	0.7162426614481409	0.42065908916716926
132.0	402.0	90.0	97344.0	0.21372549019607842	0.8258317025440313	0.42012056060812486
81.0	379.0	164.0	46225.0	0.25882352941176473	0.6810176125244618	0.4198373280988183
467.0	386.0	145.0	58081.0	0.24509803921568626	0.7181996086105675	0.4195584772542719
155.0	140.0	389.0	62001.0	0.7274509803921568	0.24070450097847357	0.4184503856153026
97.0	380.0	165.0	46225.0	0.2568627450980392	0.6790606653620352	0.41764265418296703
171.0	139.0	390.0	63001.0	0.7294117647058823	0.23874755381604695	0.41730717049695587
388.0	401.0	101.0	90000.0	0.21568627450980393	0.8043052837573386	0.41650643479083377
216.0	99.0	403.0	92416.0	0.807843137254902	0.21330724070450097	0.41511298525812296
229.0	387.0	150.0	56169.0	0.24313725490196078	0.7084148727984344	0.4150205386531287
179.0	141.0	391.0	62500.0	0.7254901960784313	0.23679060665362034	0.4144746839683525
240.0	97.0	404.0	94249.0	0.8117647058823529	0.21135029354207435	0.4142061188289364
372.0	404.0	98.0	93636.0	0.20980392156862746	0.8101761252446184	0.41228403830077687
205.0	388.0	152.0	55696.0	0.2411764705882353	0.7045009784735812	0.4122002662714043
400.0	94.0	406.0	97344.0	0.8176470588235294	0.20743639921722112	0.4118370572361166
232.0	98.0	405.0	94249.0	0.8098039215686275	0.20939334637964774	0.4117858096736903
121.0	134.0	395.0	68121.0	0.7392156862745098	0.22896281800391388	0.4114035812217839
213.0	389.0	151.0	56644.0	0.23921568627450981	0.7064579256360078	0.41109100878647814
392.0	95.0	407.0	97344.0	0.8156862745098039	0.2054794520547945	0.40939805658416506
364.0	405.0	100.0	93025.0	0.20784313725490197	0.8062622309197651	0.40936056420288
305.0	135.0	396.0	68121.0	0.7372549019607844	0.22700587084148727	0.40909802132467366
116.0	407.0	93.0	98596.0	0.20392156862745098	0.8199608610567515	0.40891038749316233
348.0	406.0	99.0	94249.0	0.20588235294117646	0.8082191780821918	0.40791919061959486
92.0	408.0	91.0	100489.0	0.2019607843137255	0.8238747553816047	0.4079097838654371
329.0	390.0	154.0	55696.0	0.2372549019607843	0.700587084148728	0.40769807451679013
416.0	96.0	408.0	97344.0	0.8137254901960784	0.2035225048923679	0.40695386723740057
256.0	410.0	85.0	105625.0	0.1980392156862745	0.8356164383561644	0.4067982596651723
297.0	136.0	397.0	68121.0	0.7352941176470589	0.22504892367906065	0.4067888269901414
353.0	391.0	155.0	55696.0	0.23529411764705882	0.6986301369863014	0.40544242703969163
108.0	409.0	92.0	100489.0	0.2	0.821917808219178	0.4054424270396916
337.0	392.0	153.0	57121.0	0.23333333333333334	0.7025440313111546	0.4048789209618962
281.0	137.0	398.0	68121.0	0.7333333333333333	0.22309197651663404	0.404475935970071
119.0	125.0	402.0	76729.0	0.7568627450980392	0.21526418786692758	0.40364024099470414
373.0	411.0	106.0	93025.0	0.19607843137254902	0.7945205479452054	0.3947003201599335
365.0	412.0	107.0	93025.0	0.19411764705882353	0.7925636007827789	0.3922379141903824
303.0	126.0	409.0	80089.0	0.7549019607843137	0.20156555772994128	0.3900797799898329
233.0	111.0	413.0	91204.0	0.7843137254901961	0.19373776908023482	0.3898091731032997
349.0	413.0	108.0	93025.0	0.19215686274509805	0.7906066536203522	0.3897697964505296
474.0	296.0	329.0	1089.0	0.4215686274509804	0.35812133072407043	0.38855207868992925
188.0	88.0	419.0	109561.0	0.8294117647058824	0.18199608610567514	0.38852245101985
506.0	233.0	371.0	19044.0	0.5450980392156862	0.2759295499021526	0.3878255492013519
295.0	127.0	410.0	80089.0	0.7529411764705882	0.19960861056751467	0.3876771105886495
498.0	295.0	331.0	1296.0	0.4235294117647059	0.3542074363992172	0.38732062581386617
217.0	113.0	414.0	90601.0	0.7803921568627451	0.1917808219178082	0.3868646394559063
490.0	297.0	330.0	1089.0	0.4196078431372549	0.3561643835616438	0.3865868192122066
363.0	414.0	111.0	91809.0	0.19019607843137254	0.7847358121330724	0.386333630522077
241.0	112.0	415.0	91809.0	0.7823529411764706	0.1898238747553816	0.38536900072578073
371.0	415.0	109.0	93636.0	0.18823529411764706	0.7886497064579256	0.3852943153628193
279.0	128.0	411.0	80089.0	0.7509803921568627	0.19765166340508805	0.3852694170245145
347.0	416.0	110.0	93636.0	0.18627450980392157	0.786692759295499	0.3828064891091366
417.0	115.0	416.0	90601.0	0.7764705882352941	0.18786692759295498	0.38193342846373
378.0	330.0	302.0	784.0	0.35490196078431374	0.410958904109589	0.38190328732581746
189.0	100.0	420.0	102400.0	0.8058823529411765	0.18003913894324852	0.3809072917562599
393.0	116.0	417.0	90601.0	0.7745098039215687	0.18590998043052837	0.37945896021877146
401.0	114.0	418.0	92416.0	0.7784313725490196	0.18395303326810175	0.37841090387493315
91.0	418.0	112.0	93636.0	0.18235294117647058	0.7827788649706457	0.3778121600983438
387.0	417.0	118.0	89401.0	0.1843137254901961	0.7710371819960861	0.37697842843478585
107.0	419.0	113.0	93636.0	0.1803921568627451	0.7808219178082192	0.3753054088061212
276.0	427.0	75.0	123904.0	0.16470588235294117	0.8551859099804305	0.3753054088061212
239.0	104.0	422.0	101124.0	0.7980392156862746	0.1761252446183953	0.3749064577702249
458.0	366.0	260.0	11236.0	0.28431372549019607	0.4931506849315068	0.3744456014709194
117.0	422.0	102.0	102400.0	0.17450980392156862	0.8023483365949119	0.37418932493588697
482.0	367.0	259.0	11664.0	0.2823529411764706	0.49510763209393344	0.37389182408905386
115.0	420.0	114.0	93636.0	0.1784313725490196	0.7788649706457925	0.372792094528144
292.0	428.0	76.0	123904.0	0.1627450980392157	0.8532289628180039	0.3726376674515264
215.0	106.0	423.0	100489.0	0.7941176470588235	0.17416829745596868	0.3719006837422797
109.0	423.0	104.0	101761.0	0.17254901960784313	0.7984344422700587	0.37117257473422477
466.0	368.0	261.0	11449.0	0.2803921568627451	0.4911937377690802	0.3711157118346595
389.0	421.0	115.0	93636.0	0.17647058823529413	0.776908023483366	0.3702720836207198
